City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Jamestown,US,42.097,-79.2353,63.72,87,1,1.01,clear sky
1,Peniche,PT,39.3558,-9.3811,63.63,89,31,11.25,scattered clouds
2,Cape Town,ZA,-33.9258,18.4232,54.88,90,75,1.01,mist
3,Hobart,AU,-42.8794,147.3294,53.46,64,75,1.99,light rain
4,Fuengirola,ES,36.54,-4.6247,77.0,38,0,10.36,clear sky
5,Lavrentiya,RU,65.5833,-171.0,41.67,89,100,4.97,overcast clouds
6,Castelfranco Emilia,IT,44.5958,11.052,76.21,79,0,2.3,clear sky
7,Biak,ID,-0.9131,122.8766,82.17,73,29,6.82,scattered clouds
8,Saint George,US,37.1041,-113.5841,84.25,45,1,1.99,clear sky
9,Chirongui,YT,-12.9319,45.1483,76.93,68,6,19.75,clear sky
10,Hilo,US,19.7297,-155.09,82.13,72,75,11.5,broken clouds
11,Victoria,HK,22.2855,114.1577,91.04,82,100,5.01,overcast clouds
12,Clyde River,CA,70.4692,-68.5914,39.43,93,90,3.44,overcast clouds
13,Kotelnich,RU,58.3089,48.348,62.17,74,10,7.7,clear sky
14,Catamarca,AR,-28.4696,-65.7852,51.78,56,0,5.44,clear sky
15,Rikitea,PF,-23.1203,-134.9692,70.43,73,10,15.73,light rain
16,Port Alfred,ZA,-33.5906,26.891,63.88,31,55,8.16,broken clouds
17,Vardo,NO,70.3705,31.1107,48.34,92,100,11.16,overcast clouds
18,Cayenne,GF,4.9333,-52.3333,83.08,80,0,1.99,clear sky
19,Butaritari,KI,3.0707,172.7902,82.15,73,13,8.99,few clouds
20,Punta Arenas,CL,-53.15,-70.9167,42.91,70,0,19.57,clear sky
21,Thompson,CA,55.7435,-97.8558,63.27,63,51,5.17,broken clouds
22,Bethel,US,41.3712,-73.414,65.05,84,1,3.44,clear sky
23,Hermanus,ZA,-34.4187,19.2345,55.8,90,57,8.9,broken clouds
24,Hasaki,JP,35.7333,140.8333,97.29,76,14,9.51,few clouds
25,Qaanaaq,GL,77.484,-69.3632,40.08,92,97,1.72,overcast clouds
26,Mahebourg,MU,-20.4081,57.7,71.26,74,31,19.53,light rain
27,Nabire,ID,-3.3667,135.4833,85.86,67,77,3.71,broken clouds
28,Santa Barbara,US,34.7333,-120.0343,72.34,66,1,5.75,clear sky
29,Naze,JP,28.3667,129.4833,80.04,86,92,13.6,overcast clouds
30,Tiksi,RU,71.6872,128.8694,44.96,77,60,10.51,broken clouds
31,Ulaanbaatar,MN,47.9077,106.8832,66.33,55,0,2.24,clear sky
32,Tsuruoka,JP,38.7217,139.8217,84.09,71,25,11.63,scattered clouds
33,Ilulissat,GL,69.2167,-51.1,44.62,65,100,4.61,overcast clouds
34,Concarneau,FR,47.875,-3.9225,57.99,90,15,6.33,few clouds
35,Mar Del Plata,AR,-38.0023,-57.5575,48.13,28,7,5.01,mist
36,Chimore,BO,-16.9833,-65.1333,63.99,60,3,3.02,clear sky
37,Eravur,LK,7.7733,81.6095,84.54,60,97,6.38,overcast clouds
38,Puerto Ayora,EC,-0.7393,-90.3518,71.55,91,5,7.0,clear sky
39,Deputatskiy,RU,69.3,139.9,51.26,52,41,8.75,scattered clouds
40,Saint-Philippe,RE,-21.3585,55.7679,65.75,81,36,11.5,scattered clouds
41,Busselton,AU,-33.65,115.3333,49.08,68,96,29.42,overcast clouds
42,Vaini,TO,-21.2,-175.2,77.16,69,20,25.32,few clouds
43,Rossland,CA,49.0831,-117.8022,87.66,31,94,1.01,overcast clouds
44,Katsuura,JP,35.1333,140.3,89.71,69,4,10.18,clear sky
45,Palmer,US,42.1584,-72.3287,61.21,82,20,0.0,few clouds
46,Bontang,ID,0.1333,117.5,82.11,78,100,7.4,overcast clouds
47,Capinzal,BR,-27.3436,-51.6119,47.77,80,100,2.71,light rain
48,Bluff,NZ,-46.6,168.3333,48.79,91,98,1.39,overcast clouds
49,Khatanga,RU,71.9667,102.5,70.83,54,100,5.79,overcast clouds
50,Diego De Almagro,CL,-26.3667,-70.05,59.36,33,0,3.56,clear sky
51,Chuy,UY,-33.6971,-53.4616,47.05,92,38,3.76,scattered clouds
52,Waingapu,ID,-9.6567,120.2641,86.34,56,3,14.23,clear sky
53,Carnarvon,AU,-24.8667,113.6333,66.27,54,90,5.75,overcast clouds
54,Ahuimanu,US,21.4447,-157.8378,85.71,61,40,16.11,scattered clouds
55,Partyzany,UA,46.3314,34.7503,73.13,59,0,3.89,clear sky
56,Derzhavinsk,KZ,51.1,66.3167,81.05,44,30,4.56,scattered clouds
57,Atuona,PF,-9.8,-139.0333,77.16,67,92,14.03,overcast clouds
58,Yellowknife,CA,62.456,-114.3525,79.29,49,9,7.65,clear sky
59,Georgetown,MY,5.4112,100.3354,83.89,81,20,3.44,few clouds
60,Dudinka,RU,69.4058,86.1778,59.11,65,100,18.03,overcast clouds
61,Soyo,AO,-6.1349,12.3689,73.53,77,94,5.91,overcast clouds
62,Toronto,CA,43.7001,-79.4163,67.12,81,94,1.01,overcast clouds
63,Inirida,CO,3.8653,-67.9239,69.53,95,99,2.55,overcast clouds
64,Souillac,MU,-20.5167,57.5167,71.37,78,18,16.75,light rain
65,San Patricio,US,28.017,-97.5169,86.09,71,41,13.78,scattered clouds
66,Taksimo,RU,56.3444,114.8794,69.37,47,19,3.4,light rain
67,Kodiak,US,57.79,-152.4072,57.51,88,100,5.77,overcast clouds
68,Barrow,US,71.2906,-156.7887,51.82,89,90,18.41,light rain
69,Mount Isa,AU,-20.7333,139.5,89.37,23,68,13.8,broken clouds
70,Albany,US,42.6001,-73.9662,60.03,83,12,2.62,few clouds
71,Timbiqui,CO,2.7717,-77.6654,76.6,94,72,4.72,moderate rain
72,Bredasdorp,ZA,-34.5322,20.0403,55.27,93,100,6.33,overcast clouds
73,Ramsar,IR,36.9226,50.6426,78.91,86,72,1.03,broken clouds
74,Panguna,PG,-6.3164,155.4848,76.37,83,43,1.9,moderate rain
75,Dikson,RU,73.5069,80.5464,40.57,100,100,15.35,overcast clouds
76,Sayhat,SA,26.4852,50.0405,94.98,45,45,8.12,scattered clouds
77,Bengkulu,ID,-3.8004,102.2655,81.55,74,9,2.26,clear sky
78,Tyrma,RU,50.0833,132.1667,71.01,75,100,10.54,light rain
79,Esperance,AU,-33.8667,121.9,50.79,83,96,21.85,light rain
